Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLevel,Cum(WTrans),SnowLayer
178.7514,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.96E-02,-1.63E+01,2.04E+01,-2.44E+01,1.74E+01,-4.53E+01,-6.98E+01,-1.08E+02,-1.22E+02,0.00E+00,0.00E+00,1.12E+02,2.59E+01,1.44E+00,237,0.00E+00,0
179.4266,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.95E-02,-1.65E+01,2.04E+01,-2.47E+01,1.74E+01,-4.53E+01,-6.98E+01,-1.07E+02,-1.22E+02,0.00E+00,0.00E+00,1.12E+02,2.61E+01,1.44E+00,238,0.00E+00,0
180.1019,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.95E-02,-1.68E+01,2.04E+01,-2.50E+01,1.74E+01,-4.53E+01,-6.98E+01,-1.05E+02,-1.22E+02,0.00E+00,0.00E+00,1.13E+02,2.64E+01,1.44E+00,239,0.00E+00,0
180.7771,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.94E-02,-1.71E+01,2.04E+01,-2.53E+01,1.74E+01,-4.53E+01,-6.98E+01,-1.04E+02,-1.22E+02,0.00E+00,0.00E+00,1.13E+02,2.67E+01,1.44E+00,240,0.00E+00,0
181.4524,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.93E-02,-1.74E+01,2.04E+01,-2.56E+01,1.74E+01,-4.54E+01,-6.98E+01,-1.03E+02,-1.22E+02,0.00E+00,0.00E+00,1.13E+02,2.70E+01,1.44E+00,241,0.00E+00,0
182.1277,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.92E-02,-1.77E+01,2.04E+01,-2.59E+01,1.74E+01,-4.54E+01,-6.98E+01,-1.01E+02,-1.22E+02,0.00E+00,0.00E+00,1.13E+02,2.73E+01,1.44E+00,242,0.00E+00,0
182.8029,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.91E-02,-1.80E+01,2.04E+01,-2.62E+01,1.74E+01,-4.54E+01,-6.98E+01,-9.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.14E+02,2.76E+01,1.44E+00,243,0.00E+00,0
183.4782,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.90E-02,-1.83E+01,2.04E+01,-2.65E+01,1.74E+01,-4.54E+01,-6.98E+01,-9.85E+01,-1.22E+02,0.00E+00,0.00E+00,1.14E+02,2.79E+01,1.44E+00,244,0.00E+00,0
184.1534,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.89E-02,-1.86E+01,2.04E+01,-2.68E+01,1.74E+01,-4.55E+01,-6.98E+01,-9.72E+01,-1.22E+02,0.00E+00,0.00E+00,1.14E+02,2.82E+01,1.44E+00,245,0.00E+00,0
184.8287,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.88E-02,-1.89E+01,2.04E+01,-2.71E+01,1.74E+01,-4.55E+01,-6.98E+01,-9.59E+01,-1.23E+02,0.00E+00,0.00E+00,1.15E+02,2.85E+01,1.44E+00,246,0.00E+00,0
185.504,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.87E-02,-1.92E+01,2.04E+01,-2.74E+01,1.74E+01,-4.55E+01,-6.98E+01,-9.46E+01,-1.23E+02,0.00E+00,0.00E+00,1.15E+02,2.88E+01,1.44E+00,247,0.00E+00,0
186.1792,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.86E-02,-1.95E+01,2.04E+01,-2.77E+01,1.74E+01,-4.55E+01,-6.98E+01,-9.32E+01,-1.23E+02,0.00E+00,0.00E+00,1.15E+02,2.91E+01,1.44E+00,248,0.00E+00,0
186.8545,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.85E-02,-1.98E+01,2.04E+01,-2.80E+01,1.74E+01,-4.56E+01,-6.98E+01,-9.20E+01,-1.23E+02,0.00E+00,0.00E+00,1.15E+02,2.94E+01,1.44E+00,249,0.00E+00,0
187.5297,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.84E-02,-2.01E+01,2.04E+01,-2.83E+01,1.74E+01,-4.56E+01,-6.98E+01,-9.07E+01,-1.23E+02,0.00E+00,0.00E+00,1.16E+02,2.97E+01,1.44E+00,250,0.00E+00,0
188.205,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.83E-02,-2.04E+01,2.04E+01,-2.86E+01,1.74E+01,-4.56E+01,-6.98E+01,-8.94E+01,-1.23E+02,0.00E+00,0.00E+00,1.16E+02,3.00E+01,1.44E+00,251,0.00E+00,0
188.8802,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.82E-02,-2.07E+01,2.04E+01,-2.89E+01,1.74E+01,-4.57E+01,-6.98E+01,-8.81E+01,-1.23E+02,0.00E+00,0.00E+00,1.16E+02,3.03E+01,1.44E+00,252,0.00E+00,0
189.5555,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.81E-02,-2.10E+01,2.04E+01,-2.92E+01,1.74E+01,-4.57E+01,-6.98E+01,-8.69E+01,-1.23E+02,0.00E+00,0.00E+00,1.16E+02,3.06E+01,1.44E+00,253,0.00E+00,0
190.2308,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.80E-02,-2.13E+01,2.04E+01,-2.95E+01,1.74E+01,-4.57E+01,-6.98E+01,-8.56E+01,-1.24E+02,0.00E+00,0.00E+00,1.17E+02,3.09E+01,1.44E+00,254,0.00E+00,0
190.906,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.79E-02,-2.16E+01,2.04E+01,-2.98E+01,1.74E+01,-4.57E+01,-6.98E+01,-8.44E+01,-1.24E+02,0.00E+00,0.00E+00,1.17E+02,3.12E+01,1.44E+00,255,0.00E+00,0
191.5813,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.78E-02,-2.19E+01,2.04E+01,-3.01E+01,1.74E+01,-4.58E+01,-6.98E+01,-8.32E+01,-1.24E+02,0.00E+00,0.00E+00,1.17E+02,3.15E+01,1.44E+00,256,0.00E+00,0
192.2565,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.77E-02,-2.22E+01,2.04E+01,-3.04E+01,1.74E+01,-4.58E+01,-6.98E+01,-8.19E+01,-1.24E+02,0.00E+00,0.00E+00,1.18E+02,3.18E+01,1.44E+00,257,0.00E+00,0
192.9318,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.76E-02,-2.25E+01,2.04E+01,-3.06E+01,1.74E+01,-4.58E+01,-6.98E+01,-8.07E+01,-1.24E+02,0.00E+00,0.00E+00,1.18E+02,3.21E+01,1.44E+00,258,0.00E+00,0
193.6071,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.75E-02,-2.28E+01,2.04E+01,-3.09E+01,1.74E+01,-4.58E+01,-6.98E+01,-7.95E+01,-1.24E+02,0.00E+00,0.00E+00,1.18E+02,3.24E+01,1.44E+00,259,0.00E+00,0
194.2823,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.74E-02,-2.31E+01,2.04E+01,-3.12E+01,1.74E+01,-4.59E+01,-6.98E+01,-7.83E+01,-1.24E+02,0.00E+00,0.00E+00,1.18E+02,3.27E+01,1.44E+00,260,0.00E+00,0
194.9576,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.73E-02,-2.34E+01,2.04E+01,-3.15E+01,1.74E+01,-4.59E+01,-6.98E+01,-7.72E+01,-1.24E+02,0.00E+00,0.00E+00,1.19E+02,3.30E+01,1.44E+00,261,0.00E+00,0
195.6328,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.72E-02,-2.37E+01,2.04E+01,-3.18E+01,1.74E+01,-4.59E+01,-6.98E+01,-7.61E+01,-1.25E+02,0.00E+00,0.00E+00,1.19E+02,3.33E+01,1.44E+00,262,0.00E+00,0
196.3081,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.71E-02,-2.40E+01,2.04E+01,-3.21E+01,1.74E+01,-4.59E+01,-6.98E+01,-7.50E+01,-1.25E+02,0.00E+00,0.00E+00,1.19E+02,3.36E+01,1.44E+00,263,0.00E+00,0
196.9834,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.70E-02,-2.43E+01,2.04E+01,-3.24E+01,1.74E+01,-4.60E+01,-6.98E+01,-7.40E+01,-1.25E+02,0.00E+00,0.00E+00,1.19E+02,3.39E+01,1.44E+00,264,0.00E+00,0
197.6586,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.68E-02,-2.46E+01,2.04E+01,-3.27E+01,1.74E+01,-4.60E+01,-6.98E+01,-7.32E+01,-1.25E+02,0.00E+00,0.00E+00,1.20E+02,3.42E+01,1.44E+00,265,0.00E+00,0
198.5365,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.67E-02,-2.50E+01,2.04E+01,-3.31E+01,1.74E+01,-4.60E+01,-6.98E+01,-7.22E+01,-1.25E+02,0.00E+00,0.00E+00,1.20E+02,3.46E+01,1.44E+00,266,0.00E+00,0
199.4143,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.66E-02,-2.53E+01,2.04E+01,-3.35E+01,1.74E+01,-4.60E+01,-6.98E+01,-7.15E+01,-1.25E+02,0.00E+00,0.00E+00,1.20E+02,3.49E+01,1.44E+00,267,0.00E+00,0
200.2921,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.64E-02,-2.57E+01,2.04E+01,-3.39E+01,1.74E+01,-4.61E+01,-6.98E+01,-7.10E+01,-1.26E+02,0.00E+00,0.00E+00,1.21E+02,3.53E+01,1.44E+00,268,0.00E+00,0
201.17,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.63E-02,-2.61E+01,2.04E+01,-3.43E+01,1.74E+01,-4.61E+01,-6.98E+01,-7.07E+01,-1.26E+02,0.00E+00,0.00E+00,1.21E+02,3.57E+01,1.44E+00,269,0.00E+00,0
202.0478,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.61E-02,-2.65E+01,2.04E+01,-3.47E+01,1.74E+01,-4.61E+01,-6.98E+01,-7.04E+01,-1.26E+02,0.00E+00,0.00E+00,1.21E+02,3.61E+01,1.44E+00,270,0.00E+00,0
202.9257,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.59E-02,-2.69E+01,2.04E+01,-3.50E+01,1.74E+01,-4.62E+01,-6.98E+01,-7.02E+01,-1.26E+02,0.00E+00,0.00E+00,1.22E+02,3.65E+01,1.44E+00,271,0.00E+00,0
203.8035,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.58E-02,-2.73E+01,2.04E+01,-3.54E+01,1.74E+01,-4.62E+01,-6.98E+01,-7.01E+01,-1.26E+02,0.00E+00,0.00E+00,1.22E+02,3.69E+01,1.44E+00,272,0.00E+00,0
204.6813,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.56E-02,-2.77E+01,2.04E+01,-3.58E+01,1.74E+01,-4.62E+01,-6.98E+01,-7.00E+01,-1.26E+02,0.00E+00,0.00E+00,1.23E+02,3.73E+01,1.44E+00,273,0.00E+00,0
205.5592,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.55E-02,-2.80E+01,2.04E+01,-3.62E+01,1.74E+01,-4.63E+01,-6.98E+01,-6.99E+01,-1.27E+02,0.00E+00,0.00E+00,1.23E+02,3.76E+01,1.44E+00,274,0.00E+00,0
206.437,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.53E-02,-2.84E+01,2.04E+01,-3.66E+01,1.74E+01,-4.63E+01,-6.98E+01,-6.99E+01,-1.27E+02,0.00E+00,0.00E+00,1.23E+02,3.80E+01,1.44E+00,275,0.00E+00,0
207.3148,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.52E-02,-2.88E+01,2.04E+01,-3.70E+01,1.74E+01,-4.63E+01,-6.98E+01,-6.99E+01,-1.27E+02,0.00E+00,0.00E+00,1.24E+02,3.84E+01,1.44E+00,276,0.00E+00,0
208.1927,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.50E-02,-2.92E+01,2.04E+01,-3.74E+01,1.74E+01,-4.64E+01,-6.98E+01,-6.99E+01,-1.27E+02,0.00E+00,0.00E+00,1.24E+02,3.88E+01,1.44E+00,277,0.00E+00,0
209.0705,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.48E-02,-2.96E+01,2.04E+01,-3.78E+01,1.74E+01,-4.64E+01,-6.98E+01,-6.98E+01,-1.27E+02,0.00E+00,0.00E+00,1.24E+02,3.92E+01,1.44E+00,278,0.00E+00,0
209.9484,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.47E-02,-3.00E+01,2.04E+01,-3.81E+01,1.74E+01,-4.64E+01,-6.98E+01,-6.98E+01,-1.28E+02,0.00E+00,0.00E+00,1.25E+02,3.96E+01,1.44E+00,279,0.00E+00,0
210.8262,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.45E-02,-3.04E+01,2.04E+01,-3.85E+01,1.74E+01,-4.65E+01,-6.98E+01,-6.98E+01,-1.28E+02,0.00E+00,0.00E+00,1.25E+02,4.00E+01,1.44E+00,280,0.00E+00,0
211.704,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.43E-02,-3.08E+01,2.04E+01,-3.89E+01,1.74E+01,-4.65E+01,-6.98E+01,-6.98E+01,-1.28E+02,0.00E+00,0.00E+00,1.25E+02,4.04E+01,1.44E+00,281,0.00E+00,0
212.5819,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.42E-02,-3.11E+01,2.04E+01,-3.93E+01,1.74E+01,-4.65E+01,-6.98E+01,-6.98E+01,-1.28E+02,0.00E+00,0.00E+00,1.26E+02,4.07E+01,1.44E+00,282,0.00E+00,0
213.4597,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.40E-02,-3.15E+01,2.04E+01,-3.97E+01,1.74E+01,-4.65E+01,-6.98E+01,-6.98E+01,-1.28E+02,0.00E+00,0.00E+00,1.26E+02,4.11E+01,1.44E+00,283,0.00E+00,0
214.3375,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.38E-02,-3.19E+01,2.04E+01,-4.01E+01,1.74E+01,-4.66E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.26E+02,4.15E+01,1.44E+00,284,0.00E+00,0
215.2154,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.37E-02,-3.23E+01,2.04E+01,-4.05E+01,1.74E+01,-4.66E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.27E+02,4.19E+01,1.44E+00,285,0.00E+00,0
216.0932,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.35E-02,-3.27E+01,2.04E+01,-4.08E+01,1.74E+01,-4.66E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.27E+02,4.23E+01,1.44E+00,286,0.00E+00,0
216.9711,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.33E-02,-3.31E+01,2.04E+01,-4.12E+01,1.74E+01,-4.67E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.28E+02,4.27E+01,1.44E+00,287,0.00E+00,0
217.8489,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.32E-02,-3.35E+01,2.04E+01,-4.16E+01,1.74E+01,-4.67E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.28E+02,4.31E+01,1.44E+00,288,0.00E+00,0
218.7267,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.30E-02,-3.38E+01,2.04E+01,-4.20E+01,1.74E+01,-4.67E+01,-6.98E+01,-6.98E+01,-1.30E+02,0.00E+00,0.00E+00,1.28E+02,4.34E+01,1.44E+00,289,0.00E+00,0
219.6046,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.28E-02,-3.42E+01,2.04E+01,-4.24E+01,1.74E+01,-4.67E+01,-6.98E+01,-6.98E+01,-1.30E+02,0.00E+00,0.00E+00,1.29E+02,4.38E+01,1.44E+00,290,0.00E+00,0
220.4824,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.27E-02,-3.46E+01,2.04E+01,-4.28E+01,1.74E+01,-4.68E+01,-6.98E+01,-6.98E+01,-1.30E+02,0.00E+00,0.00E+00,1.29E+02,4.42E+01,1.44E+00,291,0.00E+00,0
221.3602,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.25E-02,-3.50E+01,2.04E+01,-4.32E+01,1.74E+01,-4.68E+01,-6.98E+01,-6.98E+01,-1.30E+02,0.00E+00,0.00E+00,1.29E+02,4.46E+01,1.44E+00,292,0.00E+00,0
222.2381,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.23E-02,-3.54E+01,2.04E+01,-4.35E+01,1.74E+01,-4.68E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.30E+02,4.50E+01,1.44E+00,293,0.00E+00,0
223.1159,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.22E-02,-3.58E+01,2.04E+01,-4.39E+01,1.74E+01,-4.69E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.30E+02,4.54E+01,1.44E+00,294,0.00E+00,0
223.9938,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.20E-02,-3.62E+01,2.04E+01,-4.43E+01,1.74E+01,-4.69E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.30E+02,4.58E+01,1.44E+00,295,0.00E+00,0
224.8716,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.19E-02,-3.65E+01,2.04E+01,-4.47E+01,1.74E+01,-4.69E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.31E+02,4.61E+01,1.44E+00,296,0.00E+00,0
225.7494,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.18E-02,-3.69E+01,2.04E+01,-4.51E+01,1.74E+01,-4.69E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.31E+02,4.65E+01,1.44E+00,297,0.00E+00,0
226.6273,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.19E-02,-3.73E+01,2.04E+01,-4.55E+01,1.74E+01,-4.70E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.31E+02,4.69E+01,1.44E+00,298,0.00E+00,0
227.5051,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.21E-02,-3.77E+01,2.04E+01,-4.59E+01,1.74E+01,-4.70E+01,-6.98E+01,-6.98E+01,-1.31E+02,0.00E+00,0.00E+00,1.32E+02,4.73E+01,1.44E+00,299,0.00E+00,0
228.3829,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.26E-02,-3.81E+01,2.04E+01,-4.62E+01,1.74E+01,-4.70E+01,-6.98E+01,-6.98E+01,-1.30E+02,0.00E+00,0.00E+00,1.32E+02,4.77E+01,1.44E+00,300,0.00E+00,0
229.2608,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.37E-02,-3.85E+01,2.04E+01,-4.66E+01,1.74E+01,-4.71E+01,-6.98E+01,-6.98E+01,-1.29E+02,0.00E+00,0.00E+00,1.33E+02,4.81E+01,1.44E+00,301,0.00E+00,0
230.1386,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.59E-02,-3.89E+01,2.04E+01,-4.70E+01,1.74E+01,-4.71E+01,-6.98E+01,-6.98E+01,-1.27E+02,0.00E+00,0.00E+00,1.33E+02,4.85E+01,1.44E+00,302,0.00E+00,0
231.0165,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.97E-02,-3.92E+01,2.04E+01,-4.74E+01,1.74E+01,-4.71E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.33E+02,4.88E+01,1.44E+00,303,0.00E+00,0
231.8943,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-5.24E-02,-3.96E+01,2.04E+01,-4.78E+01,1.74E+01,-4.72E+01,-6.98E+01,-6.98E+01,-1.17E+02,0.00E+00,0.00E+00,1.34E+02,4.92E+01,1.44E+00,304,0.00E+00,0
232.7721,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-7.15E-02,-4.00E+01,2.04E+01,-4.82E+01,1.74E+01,-4.72E+01,-6.98E+01,-6.98E+01,-1.10E+02,0.00E+00,0.00E+00,1.34E+02,4.96E+01,1.44E+00,305,0.00E+00,0
233.65,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.53E-02,-4.04E+01,2.04E+01,-4.86E+01,1.74E+01,-4.73E+01,-6.98E+01,-6.98E+01,-1.02E+02,0.00E+00,0.00E+00,1.34E+02,5.00E+01,1.44E+00,306,0.00E+00,0
234.5278,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-1.33E-01,-4.08E+01,2.04E+01,-4.90E+01,1.74E+01,-4.74E+01,-6.98E+01,-6.98E+01,-9.34E+01,0.00E+00,0.00E+00,1.34E+02,5.04E+01,1.44E+00,307,0.00E+00,0
235.4056,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-1.87E-01,-4.12E+01,2.04E+01,-4.93E+01,1.74E+01,-4.76E+01,-6.98E+01,-6.98E+01,-8.72E+01,0.00E+00,0.00E+00,1.35E+02,5.08E+01,1.44E+00,308,0.00E+00,0
236.2835,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-2.32E-01,-4.16E+01,2.04E+01,-4.97E+01,1.74E+01,-4.78E+01,-6.98E+01,-6.98E+01,-8.19E+01,0.00E+00,0.00E+00,1.35E+02,5.12E+01,1.44E+00,309,0.00E+00,0
237.1613,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-2.71E-01,-4.20E+01,2.04E+01,-5.01E+01,1.74E+01,-4.80E+01,-6.98E+01,-6.98E+01,-7.72E+01,0.00E+00,0.00E+00,1.35E+02,5.16E+01,1.44E+00,310,0.00E+00,0
238.0392,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.24E-01,-4.23E+01,2.04E+01,-5.05E+01,1.74E+01,-4.83E+01,-6.98E+01,-6.98E+01,-7.44E+01,0.00E+00,0.00E+00,1.35E+02,5.19E+01,1.44E+00,311,0.00E+00,0
238.917,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.68E-01,-4.27E+01,2.04E+01,-5.09E+01,1.74E+01,-4.86E+01,-6.98E+01,-6.98E+01,-7.27E+01,0.00E+00,0.00E+00,1.35E+02,5.23E+01,1.44E+00,312,0.00E+00,0
239.7948,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.88E-01,-4.31E+01,2.04E+01,-5.13E+01,1.74E+01,-4.90E+01,-6.98E+01,-6.98E+01,-7.17E+01,0.00E+00,0.00E+00,1.35E+02,5.27E+01,1.44E+00,313,0.00E+00,0
240.936,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.08E-01,-4.36E+01,2.04E+01,-5.18E+01,1.74E+01,-4.95E+01,-6.98E+01,-6.98E+01,-7.10E+01,0.00E+00,0.00E+00,1.35E+02,5.32E+01,1.44E+00,314,0.00E+00,0
242.4196,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.21E-01,-4.43E+01,2.04E+01,-5.24E+01,1.74E+01,-5.01E+01,-6.98E+01,-6.98E+01,-7.04E+01,0.00E+00,0.00E+00,1.35E+02,5.39E+01,1.44E+00,315,0.00E+00,0
244.3482,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.34E-01,-4.51E+01,2.04E+01,-5.33E+01,1.74E+01,-5.09E+01,-6.98E+01,-6.98E+01,-7.00E+01,0.00E+00,0.00E+00,1.35E+02,5.47E+01,1.44E+00,316,0.00E+00,0
246.2768,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.35E-01,-4.60E+01,2.04E+01,-5.41E+01,1.74E+01,-5.18E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.56E+01,1.44E+00,317,0.00E+00,0
248.2094,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.68E+01,2.04E+01,-5.50E+01,1.74E+01,-5.26E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.64E+01,1.44E+00,318,0.00E+00,0
250.1463,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-4.77E+01,2.04E+01,-5.58E+01,1.74E+01,-5.35E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.73E+01,1.44E+00,319,0.00E+00,0
252.0742,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-4.85E+01,2.04E+01,-5.67E+01,1.74E+01,-5.43E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.81E+01,1.44E+00,320,0.00E+00,0
254.0022,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-4.94E+01,2.04E+01,-5.75E+01,1.74E+01,-5.51E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.90E+01,1.44E+00,321,0.00E+00,0
255.9326,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.02E+01,2.04E+01,-5.84E+01,1.74E+01,-5.60E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.98E+01,1.44E+00,322,0.00E+00,0
257.8593,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.11E+01,2.04E+01,-5.92E+01,1.74E+01,-5.68E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.07E+01,1.44E+00,323,0.00E+00,0
259.7861,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-5.19E+01,2.04E+01,-6.01E+01,1.74E+01,-5.77E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.15E+01,1.44E+00,324,0.00E+00,0
261.7128,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.28E+01,2.04E+01,-6.09E+01,1.74E+01,-5.85E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.24E+01,1.44E+00,325,0.00E+00,0
263.0616,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.33E+01,2.04E+01,-6.15E+01,1.74E+01,-5.91E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.29E+01,1.44E+00,326,0.00E+00,0
264.8149,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.41E+01,2.04E+01,-6.23E+01,1.74E+01,-5.99E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,6.37E+01,1.44E+00,327,0.00E+00,0
