Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLevel,Cum(WTrans),SnowLayer
203.9865,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.99E-02,-2.74E+01,2.04E+01,-3.57E+01,1.15E+01,-4.87E+01,-6.98E+01,-6.98E+01,-1.21E+02,0.00E+00,0.00E+00,1.26E+02,3.70E+01,1.21E+00,255,0.00E+00,0
204.8643,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.98E-02,-2.77E+01,2.04E+01,-3.61E+01,1.15E+01,-4.87E+01,-6.98E+01,-6.98E+01,-1.21E+02,0.00E+00,0.00E+00,1.26E+02,3.73E+01,1.21E+00,256,0.00E+00,0
205.7422,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.97E-02,-2.81E+01,2.04E+01,-3.65E+01,1.15E+01,-4.88E+01,-6.98E+01,-6.98E+01,-1.21E+02,0.00E+00,0.00E+00,1.26E+02,3.77E+01,1.21E+00,257,0.00E+00,0
206.62,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.97E-02,-2.85E+01,2.04E+01,-3.69E+01,1.15E+01,-4.88E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.27E+02,3.81E+01,1.21E+00,258,0.00E+00,0
207.4978,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.96E-02,-2.89E+01,2.04E+01,-3.73E+01,1.15E+01,-4.88E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.27E+02,3.85E+01,1.21E+00,259,0.00E+00,0
208.3757,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.95E-02,-2.93E+01,2.04E+01,-3.77E+01,1.15E+01,-4.89E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.28E+02,3.89E+01,1.21E+00,260,0.00E+00,0
209.2535,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.94E-02,-2.97E+01,2.04E+01,-3.81E+01,1.15E+01,-4.89E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.28E+02,3.93E+01,1.21E+00,261,0.00E+00,0
210.1313,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.94E-02,-3.01E+01,2.04E+01,-3.85E+01,1.15E+01,-4.89E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.28E+02,3.97E+01,1.21E+00,262,0.00E+00,0
211.0092,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.93E-02,-3.04E+01,2.04E+01,-3.88E+01,1.15E+01,-4.90E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.29E+02,4.00E+01,1.21E+00,263,0.00E+00,0
211.887,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.92E-02,-3.08E+01,2.04E+01,-3.92E+01,1.15E+01,-4.90E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.29E+02,4.04E+01,1.21E+00,264,0.00E+00,0
212.7649,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.91E-02,-3.12E+01,2.04E+01,-3.96E+01,1.15E+01,-4.90E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.29E+02,4.08E+01,1.21E+00,265,0.00E+00,0
213.6427,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.90E-02,-3.16E+01,2.04E+01,-4.00E+01,1.15E+01,-4.91E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.30E+02,4.12E+01,1.21E+00,266,0.00E+00,0
214.5205,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.90E-02,-3.20E+01,2.04E+01,-4.04E+01,1.15E+01,-4.91E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.30E+02,4.16E+01,1.21E+00,267,0.00E+00,0
215.3984,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.89E-02,-3.24E+01,2.04E+01,-4.08E+01,1.15E+01,-4.91E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.30E+02,4.20E+01,1.21E+00,268,0.00E+00,0
216.2762,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.89E-02,-3.28E+01,2.04E+01,-4.12E+01,1.15E+01,-4.92E+01,-6.98E+01,-6.98E+01,-1.23E+02,0.00E+00,0.00E+00,1.31E+02,4.24E+01,1.21E+00,269,0.00E+00,0
217.154,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.89E-02,-3.31E+01,2.04E+01,-4.15E+01,1.15E+01,-4.92E+01,-6.98E+01,-6.98E+01,-1.23E+02,0.00E+00,0.00E+00,1.31E+02,4.27E+01,1.21E+00,270,0.00E+00,0
218.0319,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.90E-02,-3.35E+01,2.04E+01,-4.19E+01,1.15E+01,-4.92E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.31E+02,4.31E+01,1.21E+00,271,0.00E+00,0
218.9097,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.92E-02,-3.39E+01,2.04E+01,-4.23E+01,1.15E+01,-4.93E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.32E+02,4.35E+01,1.21E+00,272,0.00E+00,0
219.7876,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.98E-02,-3.43E+01,2.04E+01,-4.27E+01,1.15E+01,-4.93E+01,-6.98E+01,-6.98E+01,-1.22E+02,0.00E+00,0.00E+00,1.32E+02,4.39E+01,1.21E+00,273,0.00E+00,0
220.6654,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.12E-02,-3.47E+01,2.04E+01,-4.31E+01,1.15E+01,-4.93E+01,-6.98E+01,-6.98E+01,-1.20E+02,0.00E+00,0.00E+00,1.32E+02,4.43E+01,1.21E+00,274,0.00E+00,0
221.5432,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.55E-02,-3.51E+01,2.04E+01,-4.35E+01,1.15E+01,-4.94E+01,-6.98E+01,-6.98E+01,-1.19E+02,0.00E+00,0.00E+00,1.33E+02,4.47E+01,1.21E+00,275,0.00E+00,0
222.4211,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-5.25E-02,-3.55E+01,2.04E+01,-4.39E+01,1.15E+01,-4.94E+01,-6.98E+01,-6.98E+01,-1.17E+02,0.00E+00,0.00E+00,1.33E+02,4.51E+01,1.21E+00,276,0.00E+00,0
223.2989,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-6.31E-02,-3.59E+01,2.04E+01,-4.42E+01,1.15E+01,-4.95E+01,-6.98E+01,-6.98E+01,-1.13E+02,0.00E+00,0.00E+00,1.33E+02,4.55E+01,1.21E+00,277,0.00E+00,0
224.1768,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-7.76E-02,-3.62E+01,2.04E+01,-4.46E+01,1.15E+01,-4.96E+01,-6.98E+01,-6.98E+01,-1.08E+02,0.00E+00,0.00E+00,1.34E+02,4.58E+01,1.21E+00,278,0.00E+00,0
225.0546,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.59E-02,-3.66E+01,2.04E+01,-4.50E+01,1.15E+01,-4.96E+01,-6.98E+01,-6.98E+01,-1.01E+02,0.00E+00,0.00E+00,1.34E+02,4.62E+01,1.21E+00,279,0.00E+00,0
225.9324,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-1.28E-01,-3.70E+01,2.04E+01,-4.54E+01,1.15E+01,-4.98E+01,-6.98E+01,-6.98E+01,-9.40E+01,0.00E+00,0.00E+00,1.34E+02,4.66E+01,1.21E+00,280,0.00E+00,0
226.8103,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-1.76E-01,-3.74E+01,2.04E+01,-4.58E+01,1.15E+01,-4.99E+01,-6.98E+01,-6.98E+01,-8.84E+01,0.00E+00,0.00E+00,1.35E+02,4.70E+01,1.21E+00,281,0.00E+00,0
227.6881,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-2.18E-01,-3.78E+01,2.04E+01,-4.62E+01,1.15E+01,-5.01E+01,-6.98E+01,-6.98E+01,-8.35E+01,0.00E+00,0.00E+00,1.35E+02,4.74E+01,1.21E+00,282,0.00E+00,0
228.5659,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-2.55E-01,-3.82E+01,2.04E+01,-4.66E+01,1.15E+01,-5.03E+01,-6.98E+01,-6.98E+01,-7.91E+01,0.00E+00,0.00E+00,1.35E+02,4.78E+01,1.21E+00,283,0.00E+00,0
229.4438,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-2.99E-01,-3.86E+01,2.04E+01,-4.69E+01,1.15E+01,-5.06E+01,-6.98E+01,-6.98E+01,-7.54E+01,0.00E+00,0.00E+00,1.35E+02,4.82E+01,1.21E+00,284,0.00E+00,0
230.3216,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.48E-01,-3.89E+01,2.04E+01,-4.73E+01,1.15E+01,-5.09E+01,-6.98E+01,-6.98E+01,-7.35E+01,0.00E+00,0.00E+00,1.35E+02,4.85E+01,1.21E+00,285,0.00E+00,0
231.1995,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.75E-01,-3.93E+01,2.04E+01,-4.77E+01,1.15E+01,-5.12E+01,-6.98E+01,-6.98E+01,-7.22E+01,0.00E+00,0.00E+00,1.35E+02,4.89E+01,1.21E+00,286,0.00E+00,0
232.3406,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.99E-01,-3.98E+01,2.04E+01,-4.82E+01,1.15E+01,-5.17E+01,-6.98E+01,-6.98E+01,-7.12E+01,0.00E+00,0.00E+00,1.35E+02,4.94E+01,1.21E+00,287,0.00E+00,0
233.8242,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.16E-01,-4.05E+01,2.04E+01,-4.89E+01,1.15E+01,-5.23E+01,-6.98E+01,-6.98E+01,-7.07E+01,0.00E+00,0.00E+00,1.35E+02,5.01E+01,1.21E+00,288,0.00E+00,0
235.7528,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.31E-01,-4.13E+01,2.04E+01,-4.97E+01,1.15E+01,-5.31E+01,-6.98E+01,-6.98E+01,-7.01E+01,0.00E+00,0.00E+00,1.35E+02,5.09E+01,1.21E+00,289,0.00E+00,0
237.6859,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.33E-01,-4.22E+01,2.04E+01,-5.06E+01,1.15E+01,-5.40E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.18E+01,1.21E+00,290,0.00E+00,0
239.6172,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.30E+01,2.04E+01,-5.14E+01,1.15E+01,-5.48E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.26E+01,1.21E+00,291,0.00E+00,0
241.5506,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-4.39E+01,2.04E+01,-5.23E+01,1.15E+01,-5.57E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.35E+01,1.21E+00,292,0.00E+00,0
243.484,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.37E-01,-4.47E+01,2.04E+01,-5.31E+01,1.15E+01,-5.65E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.43E+01,1.21E+00,293,0.00E+00,0
245.4101,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-4.56E+01,2.04E+01,-5.40E+01,1.15E+01,-5.74E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.52E+01,1.21E+00,294,0.00E+00,0
247.3363,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-4.64E+01,2.04E+01,-5.48E+01,1.15E+01,-5.82E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.60E+01,1.21E+00,295,0.00E+00,0
249.2624,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.43E-01,-4.73E+01,2.04E+01,-5.57E+01,1.15E+01,-5.91E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,5.69E+01,1.21E+00,296,0.00E+00,0
251.1892,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-4.81E+01,2.04E+01,-5.65E+01,1.15E+01,-5.99E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.77E+01,1.21E+00,297,0.00E+00,0
253.1159,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.90E+01,2.04E+01,-5.74E+01,1.15E+01,-6.07E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.86E+01,1.21E+00,298,0.00E+00,0
255.0427,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-4.98E+01,2.04E+01,-5.82E+01,1.15E+01,-6.16E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.94E+01,1.21E+00,299,0.00E+00,0
256.9695,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.07E+01,2.04E+01,-5.91E+01,1.15E+01,-6.24E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.03E+01,1.21E+00,300,0.00E+00,0
258.3182,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.13E+01,2.04E+01,-5.97E+01,1.15E+01,-6.30E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.09E+01,1.21E+00,301,0.00E+00,0
260.0716,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.20E+01,2.04E+01,-6.04E+01,1.15E+01,-6.38E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,6.16E+01,1.21E+00,302,0.00E+00,0
261.8249,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.28E+01,2.04E+01,-6.12E+01,1.15E+01,-6.46E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,6.24E+01,1.21E+00,303,0.00E+00,0
263.5783,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.36E+01,2.04E+01,-6.20E+01,1.15E+01,-6.53E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.32E+01,1.21E+00,304,0.00E+00,0
265.5044,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.44E+01,2.04E+01,-6.28E+01,1.15E+01,-6.62E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.40E+01,1.21E+00,305,0.00E+00,0
267.4305,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.53E+01,2.04E+01,-6.37E+01,1.15E+01,-6.70E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.49E+01,1.21E+00,306,0.00E+00,0
268.7788,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.59E+01,2.04E+01,-6.43E+01,1.15E+01,-6.76E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.55E+01,1.21E+00,307,0.00E+00,0
270.5315,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.66E+01,2.04E+01,-6.50E+01,1.15E+01,-6.84E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.62E+01,1.21E+00,308,0.00E+00,0
272.2843,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.74E+01,2.04E+01,-6.58E+01,1.15E+01,-6.92E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,6.70E+01,1.21E+00,309,0.00E+00,0
274.0371,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.82E+01,2.04E+01,-6.66E+01,1.15E+01,-7.00E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.78E+01,1.21E+00,310,0.00E+00,0
275.9633,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.90E+01,2.04E+01,-6.74E+01,1.15E+01,-7.08E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.86E+01,1.21E+00,311,0.00E+00,0
277.3116,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.96E+01,2.04E+01,-6.80E+01,1.15E+01,-7.14E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.92E+01,1.21E+00,312,0.00E+00,0
279.0645,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.04E+01,2.04E+01,-6.88E+01,1.15E+01,-7.22E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.00E+01,1.21E+00,313,0.00E+00,0
280.8173,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.12E+01,2.04E+01,-6.96E+01,1.15E+01,-7.29E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,7.08E+01,1.21E+00,314,0.00E+00,0
282.5702,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.19E+01,2.04E+01,-7.03E+01,1.15E+01,-7.37E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.15E+01,1.21E+00,315,0.00E+00,0
284.494,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.28E+01,2.04E+01,-7.12E+01,1.15E+01,-7.46E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.24E+01,1.21E+00,316,0.00E+00,0
285.8407,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.34E+01,2.04E+01,-7.18E+01,1.15E+01,-7.51E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.30E+01,1.21E+00,317,0.00E+00,0
287.5914,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.41E+01,2.04E+01,-7.25E+01,1.15E+01,-7.59E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.37E+01,1.21E+00,318,0.00E+00,0
289.3421,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.49E+01,2.04E+01,-7.33E+01,1.15E+01,-7.67E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.45E+01,1.21E+00,319,0.00E+00,0
291.0928,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-6.57E+01,2.04E+01,-7.41E+01,1.15E+01,-7.75E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.53E+01,1.21E+00,320,0.00E+00,0
293.0173,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.65E+01,2.04E+01,-7.49E+01,1.15E+01,-7.83E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.61E+01,1.21E+00,321,0.00E+00,0
294.3644,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.71E+01,2.04E+01,-7.55E+01,1.15E+01,-7.89E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.67E+01,1.21E+00,322,0.00E+00,0
296.1156,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.79E+01,2.04E+01,-7.63E+01,1.15E+01,-7.97E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.75E+01,1.21E+00,323,0.00E+00,0
297.8669,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.87E+01,2.04E+01,-7.71E+01,1.15E+01,-8.04E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.83E+01,1.21E+00,324,0.00E+00,0
299.6181,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.94E+01,2.04E+01,-7.78E+01,1.15E+01,-8.12E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.90E+01,1.21E+00,325,0.00E+00,0
301.5426,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.03E+01,2.04E+01,-7.87E+01,1.15E+01,-8.21E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.99E+01,1.21E+00,326,0.00E+00,0
302.8897,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.09E+01,2.04E+01,-7.93E+01,1.15E+01,-8.26E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.05E+01,1.21E+00,327,0.00E+00,0
304.641,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.16E+01,2.04E+01,-8.00E+01,1.15E+01,-8.34E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.12E+01,1.21E+00,328,0.00E+00,0
306.3923,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.24E+01,2.04E+01,-8.08E+01,1.15E+01,-8.42E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,8.20E+01,1.21E+00,329,0.00E+00,0
308.1436,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.32E+01,2.04E+01,-8.16E+01,1.15E+01,-8.50E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.28E+01,1.21E+00,330,0.00E+00,0
310.068,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.40E+01,2.04E+01,-8.24E+01,1.15E+01,-8.58E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.36E+01,1.21E+00,331,0.00E+00,0
311.4152,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.46E+01,2.04E+01,-8.30E+01,1.15E+01,-8.64E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.42E+01,1.21E+00,332,0.00E+00,0
313.1664,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.54E+01,2.04E+01,-8.38E+01,1.15E+01,-8.72E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.50E+01,1.21E+00,333,0.00E+00,0
314.9176,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.62E+01,2.04E+01,-8.46E+01,1.15E+01,-8.79E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.58E+01,1.21E+00,334,0.00E+00,0
316.6689,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.69E+01,2.04E+01,-8.53E+01,1.15E+01,-8.87E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.65E+01,1.21E+00,335,0.00E+00,0
318.5932,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.78E+01,2.04E+01,-8.62E+01,1.15E+01,-8.96E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,8.74E+01,1.21E+00,336,0.00E+00,0
319.9403,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.84E+01,2.04E+01,-8.68E+01,1.15E+01,-9.01E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.80E+01,1.21E+00,337,0.00E+00,0
321.6914,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.91E+01,2.04E+01,-8.75E+01,1.15E+01,-9.09E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.87E+01,1.21E+00,338,0.00E+00,0
323.4426,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.99E+01,2.04E+01,-8.83E+01,1.15E+01,-9.17E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.95E+01,1.21E+00,339,0.00E+00,0
325.1937,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-8.07E+01,2.04E+01,-8.91E+01,1.15E+01,-9.25E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.03E+01,1.21E+00,340,0.00E+00,0
326.9449,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-8.15E+01,2.04E+01,-8.98E+01,1.15E+01,-9.32E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.11E+01,1.21E+00,341,0.00E+00,0
328.8689,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-8.23E+01,2.04E+01,-9.07E+01,1.15E+01,-9.41E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,9.19E+01,1.21E+00,342,0.00E+00,0
330.2157,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-8.29E+01,2.04E+01,-9.13E+01,1.15E+01,-9.47E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.25E+01,1.21E+00,343,0.00E+00,0
331.9666,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-8.37E+01,2.04E+01,-9.21E+01,1.15E+01,-9.54E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.33E+01,1.21E+00,344,0.00E+00,0
333.7175,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-8.44E+01,2.04E+01,-9.28E+01,1.15E+01,-9.62E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.40E+01,1.21E+00,345,0.00E+00,0
