Time,cvTop,cvBot,Sum(cvTop),Sum(cvBot),cvCh0,cvCh1,cTop,cRoot,cBot,cvRoot,Sum(cvRoot),Sum(cvNEql),TLevel,cGWL,cRunOff,Sum(cRunOff),"(cv(i),","Sum(cv(i)),","i=1,NObs)",,,,,
0.05,-5.92E-18,0.00E+00,-2.96E-19,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.35E+02,0.00E+00,9.76E+01,4.88E+00,1.44E+03,1,0.00E+00,0.00E+00,0.00E+00,-2.18E+03,-1.09E+02,-5.68E-03,-2.84E-04,-6.52E-18,-3.26E-19,0.00E+00,0.00E+00
0.1,7.77E-17,0.00E+00,3.59E-18,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E+02,0.00E+00,9.30E+01,9.53E+00,2.68E+03,2,0.00E+00,0.00E+00,0.00E+00,-1.84E+03,-2.01E+02,-4.25E-02,-2.41E-03,-1.64E-16,-8.53E-18,0.00E+00,0.00E+00
0.165,1.65E-15,0.00E+00,1.11E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.06E+02,0.00E+00,8.91E+01,1.53E+01,4.03E+03,3,0.00E+00,0.00E+00,0.00E+00,-1.49E+03,-2.98E+02,-2.30E-01,-1.73E-02,-8.78E-15,-5.79E-16,-1.14E-28,-7.43E-30
0.2495,1.15E-14,0.00E+00,1.08E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E+02,0.00E+00,8.48E+01,2.25E+01,5.44E+03,4,0.00E+00,0.00E+00,0.00E+00,-1.16E+03,-3.96E+02,-9.44E-01,-9.71E-02,-4.63E-13,-3.97E-14,-5.83E-26,-4.93E-27
0.3593,1.87E-14,0.00E+00,3.14E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+02,0.00E+00,8.03E+01,3.13E+01,6.82E+03,5,0.00E+00,0.00E+00,0.00E+00,-8.75E+02,-4.92E+02,-3.17E+00,-4.45E-01,-1.97E-11,-2.20E-12,-2.35E-23,-2.58E-24
0.5022,-9.99E-16,0.00E+00,3.00E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+02,0.00E+00,7.59E+01,4.21E+01,8.05E+03,6,0.00E+00,0.00E+00,0.00E+00,-6.44E+02,-5.84E+02,-9.09E+00,-1.74E+00,-6.63E-10,-9.68E-11,-7.05E-21,-1.01E-21
0.6878,-1.66E-14,0.00E+00,-8.40E-17,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+02,0.00E+00,7.20E+01,5.55E+01,9.05E+03,7,0.00E+00,0.00E+00,0.00E+00,-4.76E+02,-6.73E+02,-2.29E+01,-6.00E+00,-1.80E-08,-3.43E-09,-1.59E-18,-2.96E-19
0.9291,-1.09E-14,0.00E+00,-2.70E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.38E+02,0.00E+00,6.89E+01,7.21E+01,9.75E+03,8,0.00E+00,0.00E+00,0.00E+00,-3.64E+02,-7.61E+02,-5.17E+01,-1.85E+01,-3.96E-07,-9.91E-08,-2.73E-16,-6.63E-17
1.2429,-6.10E-15,0.00E+00,-4.62E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.32E+02,0.00E+00,6.68E+01,9.31E+01,1.02E+04,9,0.00E+00,0.00E+00,0.00E+00,-2.90E+02,-8.52E+02,-1.05E+02,-5.13E+01,-7.20E-06,-2.36E-06,-3.62E-14,-1.14E-14
1.6507,-2.75E-15,0.00E+00,-5.74E-15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.29E+02,0.00E+00,6.57E+01,1.20E+02,1.04E+04,10,0.00E+00,0.00E+00,0.00E+00,-2.38E+02,-9.49E+02,-1.90E+02,-1.29E+02,-1.07E-04,-4.61E-05,-3.67E-12,-1.51E-12
