Time,cvTop,cvBot,Sum(cvTop),Sum(cvBot),cvCh0,cvCh1,cTop,cRoot,cBot,cvRoot,Sum(cvRoot),Sum(cvNEql),TLevel,cGWL,cRunOff,Sum(cRunOff),"(cv(i),","Sum(cv(i)),","i=1,NObs)",,,,,
0.05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+03,1,0.00E+00,0.00E+00,0.00E+00,-1.77E+03,-8.87E+01,-3.74E-05,-1.87E-06,-2.09E-25,-1.05E-26,0.00E+00,0.00E+00
0.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-01,0.00E+00,9.39E-03,4.69E-04,9.85E+03,2,0.00E+00,0.00E+00,0.00E+00,-1.50E+03,-1.64E+02,-5.16E-04,-2.77E-05,-1.02E-23,-5.22E-25,0.00E+00,0.00E+00
0.165,7.00E-13,0.00E+00,4.55E-14,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.43E+00,0.00E+00,1.77E-01,1.20E-02,1.01E+04,3,0.00E+00,0.00E+00,0.00E+00,-1.31E+03,-2.49E+02,-6.41E-03,-4.44E-04,-5.36E-21,-3.49E-22,0.00E+00,0.00E+00
0.2495,2.67E-12,0.00E+00,2.71E-13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E+01,0.00E+00,4.43E-01,4.94E-02,1.01E+04,4,0.00E+00,0.00E+00,0.00E+00,-1.13E+03,-3.44E+02,-5.70E-02,-5.26E-03,-3.06E-18,-2.59E-19,0.00E+00,0.00E+00
0.3593,-6.69E-13,0.00E+00,1.98E-13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.23E+01,0.00E+00,7.20E-01,1.29E-01,1.01E+04,5,0.00E+00,0.00E+00,0.00E+00,-9.39E+02,-4.47E+02,-3.67E-01,-4.56E-02,-1.08E-15,-1.19E-16,-1.08E-30,-1.19E-31
0.5022,-2.20E-12,0.00E+00,-1.16E-13,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.09E+01,0.00E+00,1.02E+00,2.74E-01,1.01E+04,6,0.00E+00,0.00E+00,0.00E+00,-7.57E+02,-5.55E+02,-1.81E+00,-3.04E-01,-2.34E-13,-3.35E-14,-8.27E-27,-1.18E-27
0.6878,1.54E-10,0.00E+00,2.85E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.92E+01,0.00E+00,1.32E+00,5.18E-01,1.01E+04,7,0.00E+00,0.00E+00,0.00E+00,-5.90E+02,-6.65E+02,-7.12E+00,-1.63E+00,-3.18E-11,-5.95E-12,-2.91E-23,-5.40E-24
0.9291,1.52E-10,0.00E+00,6.52E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.64E+01,0.00E+00,1.60E+00,9.05E-01,1.01E+04,8,0.00E+00,0.00E+00,0.00E+00,-4.48E+02,-7.73E+02,-2.32E+01,-7.23E+00,-2.82E-09,-6.87E-10,-5.27E-20,-1.27E-20
1.2429,-2.12E-10,0.00E+00,-1.32E-12,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E+01,0.00E+00,1.86E+00,1.49E+00,1.02E+04,9,0.00E+00,0.00E+00,0.00E+00,-3.36E+02,-8.79E+02,-6.30E+01,-2.70E+01,-1.66E-07,-5.26E-08,-5.05E-17,-1.59E-17
1.6507,-8.39E-11,0.00E+00,-3.55E-11,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.60E+01,0.00E+00,2.07E+00,2.33E+00,1.03E+04,10,0.00E+00,0.00E+00,0.00E+00,-2.54E+02,-9.82E+02,-1.41E+02,-8.46E+01,-6.36E-06,-2.64E-06,-2.57E-14,-1.05E-14
