Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLevel,Cum(WTrans),SnowLayer
217.8289,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.60E-01,-3.34E+01,2.04E+01,-4.22E+01,5.14E+00,-5.22E+01,-6.98E+01,-6.98E+01,-7.27E+01,0.00E+00,0.00E+00,1.35E+02,4.30E+01,8.44E-01,243,0.00E+00,0
218.9701,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-3.97E-01,-3.39E+01,2.04E+01,-4.27E+01,5.14E+00,-5.27E+01,-6.98E+01,-6.98E+01,-7.15E+01,0.00E+00,0.00E+00,1.35E+02,4.35E+01,8.44E-01,244,0.00E+00,0
220.1113,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.10E-01,-3.44E+01,2.04E+01,-4.32E+01,5.14E+00,-5.31E+01,-6.98E+01,-6.98E+01,-7.08E+01,0.00E+00,0.00E+00,1.35E+02,4.40E+01,8.44E-01,245,0.00E+00,0
221.5949,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.22E-01,-3.51E+01,2.04E+01,-4.39E+01,5.14E+00,-5.38E+01,-6.98E+01,-6.98E+01,-7.05E+01,0.00E+00,0.00E+00,1.35E+02,4.47E+01,8.44E-01,246,0.00E+00,0
223.5235,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.30E-01,-3.60E+01,2.04E+01,-4.47E+01,5.14E+00,-5.46E+01,-6.98E+01,-6.98E+01,-7.01E+01,0.00E+00,0.00E+00,1.35E+02,4.56E+01,8.44E-01,247,0.00E+00,0
225.4601,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.37E-01,-3.68E+01,2.04E+01,-4.56E+01,5.14E+00,-5.54E+01,-6.98E+01,-6.98E+01,-7.00E+01,0.00E+00,0.00E+00,1.35E+02,4.64E+01,8.44E-01,248,0.00E+00,0
227.397,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.35E-01,-3.77E+01,2.04E+01,-4.64E+01,5.14E+00,-5.63E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,4.73E+01,8.44E-01,249,0.00E+00,0
229.3242,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-3.85E+01,2.04E+01,-4.73E+01,5.14E+00,-5.71E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,4.81E+01,8.44E-01,250,0.00E+00,0
231.2514,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.43E-01,-3.94E+01,2.04E+01,-4.81E+01,5.14E+00,-5.80E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,4.90E+01,8.44E-01,251,0.00E+00,0
233.1777,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.02E+01,2.04E+01,-4.90E+01,5.14E+00,-5.88E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,4.98E+01,8.44E-01,252,0.00E+00,0
235.1039,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.10E+01,2.04E+01,-4.98E+01,5.14E+00,-5.97E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.06E+01,8.44E-01,253,0.00E+00,0
237.0302,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-4.19E+01,2.04E+01,-5.06E+01,5.14E+00,-6.05E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,5.15E+01,8.44E-01,254,0.00E+00,0
238.9565,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.27E+01,2.04E+01,-5.15E+01,5.14E+00,-6.14E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.23E+01,8.44E-01,255,0.00E+00,0
240.8828,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.36E+01,2.04E+01,-5.23E+01,5.14E+00,-6.22E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.32E+01,8.44E-01,256,0.00E+00,0
242.2311,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.42E+01,2.04E+01,-5.29E+01,5.14E+00,-6.28E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.38E+01,8.44E-01,257,0.00E+00,0
243.9841,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-4.50E+01,2.04E+01,-5.37E+01,5.14E+00,-6.36E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,5.46E+01,8.44E-01,258,0.00E+00,0
245.737,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-4.57E+01,2.04E+01,-5.45E+01,5.14E+00,-6.44E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.53E+01,8.44E-01,259,0.00E+00,0
247.6603,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-4.66E+01,2.04E+01,-5.53E+01,5.14E+00,-6.52E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.62E+01,8.44E-01,260,0.00E+00,0
249.0066,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-4.72E+01,2.04E+01,-5.59E+01,5.14E+00,-6.58E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.68E+01,8.44E-01,261,0.00E+00,0
250.7568,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-4.79E+01,2.04E+01,-5.67E+01,5.14E+00,-6.66E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.75E+01,8.44E-01,262,0.00E+00,0
252.5071,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-4.87E+01,2.04E+01,-5.75E+01,5.14E+00,-6.73E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.83E+01,8.44E-01,263,0.00E+00,0
254.2573,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-4.95E+01,2.04E+01,-5.82E+01,5.14E+00,-6.81E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.91E+01,8.44E-01,264,0.00E+00,0
256.182,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.03E+01,2.04E+01,-5.91E+01,5.14E+00,-6.90E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,5.99E+01,8.44E-01,265,0.00E+00,0
257.5293,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.09E+01,2.04E+01,-5.97E+01,5.14E+00,-6.95E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.05E+01,8.44E-01,266,0.00E+00,0
259.2807,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.17E+01,2.04E+01,-6.04E+01,5.14E+00,-7.03E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.13E+01,8.44E-01,267,0.00E+00,0
261.0322,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.25E+01,2.04E+01,-6.12E+01,5.14E+00,-7.11E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.21E+01,8.44E-01,268,0.00E+00,0
262.7836,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-5.32E+01,2.04E+01,-6.20E+01,5.14E+00,-7.19E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.28E+01,8.44E-01,269,0.00E+00,0
264.7079,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.41E+01,2.04E+01,-6.28E+01,5.14E+00,-7.27E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.37E+01,8.44E-01,270,0.00E+00,0
266.0549,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.47E+01,2.04E+01,-6.34E+01,5.14E+00,-7.33E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.43E+01,8.44E-01,271,0.00E+00,0
267.806,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.54E+01,2.04E+01,-6.42E+01,5.14E+00,-7.41E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.50E+01,8.44E-01,272,0.00E+00,0
269.557,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.62E+01,2.04E+01,-6.50E+01,5.14E+00,-7.48E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.58E+01,8.44E-01,273,0.00E+00,0
271.3081,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-5.70E+01,2.04E+01,-6.57E+01,5.14E+00,-7.56E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.66E+01,8.44E-01,274,0.00E+00,0
273.0592,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-5.77E+01,2.04E+01,-6.65E+01,5.14E+00,-7.64E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.73E+01,8.44E-01,275,0.00E+00,0
274.9846,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-5.86E+01,2.04E+01,-6.73E+01,5.14E+00,-7.72E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.82E+01,8.44E-01,276,0.00E+00,0
276.3324,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-5.92E+01,2.04E+01,-6.79E+01,5.14E+00,-7.78E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.88E+01,8.44E-01,277,0.00E+00,0
278.0846,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.00E+01,2.04E+01,-6.87E+01,5.14E+00,-7.86E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,6.96E+01,8.44E-01,278,0.00E+00,0
279.8368,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.07E+01,2.04E+01,-6.95E+01,5.14E+00,-7.94E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,7.03E+01,8.44E-01,279,0.00E+00,0
281.5889,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.38E-01,-6.15E+01,2.04E+01,-7.03E+01,5.14E+00,-8.01E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.11E+01,8.44E-01,280,0.00E+00,0
283.514,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.23E+01,2.04E+01,-7.11E+01,5.14E+00,-8.10E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.19E+01,8.44E-01,281,0.00E+00,0
284.8615,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.29E+01,2.04E+01,-7.17E+01,5.14E+00,-8.16E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.25E+01,8.44E-01,282,0.00E+00,0
286.6133,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-6.37E+01,2.04E+01,-7.25E+01,5.14E+00,-8.23E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.33E+01,8.44E-01,283,0.00E+00,0
288.3651,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.45E+01,2.04E+01,-7.32E+01,5.14E+00,-8.31E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.41E+01,8.44E-01,284,0.00E+00,0
290.1169,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.53E+01,2.04E+01,-7.40E+01,5.14E+00,-8.39E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.49E+01,8.44E-01,285,0.00E+00,0
292.0421,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.61E+01,2.04E+01,-7.49E+01,5.14E+00,-8.47E+01,-6.98E+01,-6.98E+01,-6.99E+01,0.00E+00,0.00E+00,1.35E+02,7.57E+01,8.44E-01,286,0.00E+00,0
293.3898,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-6.67E+01,2.04E+01,-7.54E+01,5.14E+00,-8.53E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.63E+01,8.44E-01,287,0.00E+00,0
295.1417,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-6.75E+01,2.04E+01,-7.62E+01,5.14E+00,-8.61E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.71E+01,8.44E-01,288,0.00E+00,0
296.8937,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.82E+01,2.04E+01,-7.70E+01,5.14E+00,-8.69E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.78E+01,8.44E-01,289,0.00E+00,0
298.6456,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.90E+01,2.04E+01,-7.78E+01,5.14E+00,-8.76E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.86E+01,8.44E-01,290,0.00E+00,0
300.5697,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-6.99E+01,2.04E+01,-7.86E+01,5.14E+00,-8.85E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,7.95E+01,8.44E-01,291,0.00E+00,0
301.9165,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.04E+01,2.04E+01,-7.92E+01,5.14E+00,-8.91E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.00E+01,8.44E-01,292,0.00E+00,0
303.6675,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.12E+01,2.04E+01,-8.00E+01,5.14E+00,-8.98E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.08E+01,8.44E-01,293,0.00E+00,0
305.4184,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.20E+01,2.04E+01,-8.07E+01,5.14E+00,-9.06E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.16E+01,8.44E-01,294,0.00E+00,0
307.1693,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.28E+01,2.04E+01,-8.15E+01,5.14E+00,-9.14E+01,-6.98E+01,-6.98E+01,-6.97E+01,0.00E+00,0.00E+00,1.35E+02,8.24E+01,8.44E-01,295,0.00E+00,0
308.9202,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.35E+01,2.04E+01,-8.23E+01,5.14E+00,-9.22E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.31E+01,8.44E-01,296,0.00E+00,0
310.8442,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.44E+01,2.04E+01,-8.31E+01,5.14E+00,-9.30E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.40E+01,8.44E-01,297,0.00E+00,0
312.191,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.50E+01,2.04E+01,-8.37E+01,5.14E+00,-9.36E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.46E+01,8.44E-01,298,0.00E+00,0
313.9419,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.57E+01,2.04E+01,-8.45E+01,5.14E+00,-9.44E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.53E+01,8.44E-01,299,0.00E+00,0
315.6927,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.65E+01,2.04E+01,-8.53E+01,5.14E+00,-9.51E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.61E+01,8.44E-01,300,0.00E+00,0
317.4436,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-7.73E+01,2.04E+01,-8.60E+01,5.14E+00,-9.59E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.69E+01,8.44E-01,301,0.00E+00,0
319.1944,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.80E+01,2.04E+01,-8.68E+01,5.14E+00,-9.67E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.76E+01,8.44E-01,302,0.00E+00,0
321.1191,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-7.89E+01,2.04E+01,-8.76E+01,5.14E+00,-9.75E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.85E+01,8.44E-01,303,0.00E+00,0
322.4663,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-7.95E+01,2.04E+01,-8.82E+01,5.14E+00,-9.81E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.91E+01,8.44E-01,304,0.00E+00,0
324.2177,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-8.03E+01,2.04E+01,-8.90E+01,5.14E+00,-9.89E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,8.99E+01,8.44E-01,305,0.00E+00,0
325.9691,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.10E+01,2.04E+01,-8.98E+01,5.14E+00,-9.97E+01,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.06E+01,8.44E-01,306,0.00E+00,0
327.7205,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.42E-01,-8.18E+01,2.04E+01,-9.06E+01,5.14E+00,-1.00E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.14E+01,8.44E-01,307,0.00E+00,0
329.6446,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-8.26E+01,2.04E+01,-9.14E+01,5.14E+00,-1.01E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.22E+01,8.44E-01,308,0.00E+00,0
330.9914,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.32E+01,2.04E+01,-9.20E+01,5.14E+00,-1.02E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.28E+01,8.44E-01,309,0.00E+00,0
332.7423,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-8.40E+01,2.04E+01,-9.28E+01,5.14E+00,-1.03E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.36E+01,8.44E-01,310,0.00E+00,0
334.4932,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.48E+01,2.04E+01,-9.35E+01,5.14E+00,-1.03E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.44E+01,8.44E-01,311,0.00E+00,0
336.2441,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-8.55E+01,2.04E+01,-9.43E+01,5.14E+00,-1.04E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.51E+01,8.44E-01,312,0.00E+00,0
338.1718,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.64E+01,2.04E+01,-9.52E+01,5.14E+00,-1.05E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.60E+01,8.44E-01,313,0.00E+00,0
340.0995,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.72E+01,2.04E+01,-9.60E+01,5.14E+00,-1.06E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.68E+01,8.44E-01,314,0.00E+00,0
342.0267,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.81E+01,2.04E+01,-9.68E+01,5.14E+00,-1.07E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.77E+01,8.44E-01,315,0.00E+00,0
343.9572,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-8.89E+01,2.04E+01,-9.77E+01,5.14E+00,-1.08E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.85E+01,8.44E-01,316,0.00E+00,0
345.8825,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-8.98E+01,2.04E+01,-9.85E+01,5.14E+00,-1.08E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,9.94E+01,8.44E-01,317,0.00E+00,0
347.2942,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-9.04E+01,2.04E+01,-9.92E+01,5.14E+00,-1.09E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.00E+02,8.44E-01,318,0.00E+00,0
349.1094,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-9.12E+01,2.04E+01,-1.00E+02,5.14E+00,-1.10E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.01E+02,8.44E-01,319,0.00E+00,0
350.9245,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-9.20E+01,2.04E+01,-1.01E+02,5.14E+00,-1.11E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.02E+02,8.44E-01,320,0.00E+00,0
352.7396,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-9.28E+01,2.04E+01,-1.02E+02,5.14E+00,-1.11E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.02E+02,8.44E-01,321,0.00E+00,0
354.5547,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-9.36E+01,2.04E+01,-1.02E+02,5.14E+00,-1.12E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.03E+02,8.44E-01,322,0.00E+00,0
356.3698,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.41E-01,-9.44E+01,2.04E+01,-1.03E+02,5.14E+00,-1.13E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.04E+02,8.44E-01,323,0.00E+00,0
358.1849,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.39E-01,-9.52E+01,2.04E+01,-1.04E+02,5.14E+00,-1.14E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.05E+02,8.44E-01,324,0.00E+00,0
360,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-4.40E-01,-9.60E+01,2.04E+01,-1.05E+02,5.14E+00,-1.15E+02,-6.98E+01,-6.98E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.06E+02,8.44E-01,325,0.00E+00,0
361.2276,8.00E-02,1.70E-01,6.30E-02,1.70E-01,-4.40E-01,-9.59E+01,2.06E+01,-1.05E+02,5.35E+00,-1.15E+02,-9.62E+01,-7.70E+01,-6.98E+01,0.00E+00,0.00E+00,1.35E+02,1.06E+02,9.21E-01,326,0.00E+00,0
362.0869,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-4.40E-01,-9.58E+01,2.08E+01,-1.05E+02,5.49E+00,-1.16E+02,-1.16E+02,-8.45E+01,-6.98E+01,0.00E+00,0.00E+00,1.34E+02,1.06E+02,9.90E-01,327,0.00E+00,0
362.9462,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-4.40E-01,-9.58E+01,2.09E+01,-1.05E+02,5.64E+00,-1.16E+02,-1.38E+02,-9.26E+01,-6.98E+01,0.00E+00,0.00E+00,1.33E+02,1.06E+02,1.06E+00,328,0.00E+00,0
364.0633,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-4.40E-01,-9.57E+01,2.11E+01,-1.04E+02,5.83E+00,-1.16E+02,-1.76E+02,-1.04E+02,-6.98E+01,0.00E+00,0.00E+00,1.33E+02,1.06E+02,1.15E+00,329,0.00E+00,0
365.5156,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-4.40E-01,-9.56E+01,2.13E+01,-1.04E+02,6.07E+00,-1.17E+02,-2.72E+02,-1.22E+02,-6.98E+01,0.00E+00,0.00E+00,1.32E+02,1.06E+02,1.26E+00,330,0.00E+00,0
366.9678,8.00E-02,1.70E-01,8.08E-02,1.69E-01,-4.40E-01,-9.54E+01,2.16E+01,-1.04E+02,6.32E+00,-1.18E+02,-5.68E+02,-1.53E+02,-6.98E+01,0.00E+00,0.00E+00,1.31E+02,1.06E+02,1.38E+00,331,0.00E+00,0
368.42,8.00E-02,1.70E-01,9.41E-02,1.55E-01,-4.40E-01,-9.53E+01,2.18E+01,-1.04E+02,6.55E+00,-1.18E+02,-3.01E+03,-3.05E+02,-6.98E+01,0.00E+00,0.00E+00,1.30E+02,1.06E+02,1.52E+00,332,0.00E+00,0
369.8723,8.00E-02,1.70E-01,7.83E-02,1.47E-01,-4.40E-01,-9.52E+01,2.21E+01,-1.04E+02,6.76E+00,-1.19E+02,-1.00E+05,-5.47E+03,-6.98E+01,0.00E+00,0.00E+00,1.29E+02,1.06E+02,1.63E+00,333,0.00E+00,0
371.3245,8.00E-02,1.70E-01,1.51E-02,1.39E-01,-4.40E-01,-9.51E+01,2.23E+01,-1.04E+02,6.96E+00,-1.20E+02,-1.00E+05,-5.52E+03,-6.98E+01,0.00E+00,0.00E+00,1.28E+02,1.06E+02,1.65E+00,334,0.00E+00,0
