Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot,)    sum(vTop),sum(vRoot,)    sum(vBot,)      hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLeve,l Cum(WTrans),SnowLayer
0.05,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.05E+00,4.00E-03,8.50E-03,4.00E-03,8.50E-03,-5.24E-02,-6.05E+01,-5.61E+01,-5.56E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,4.00E-03,1,1.61E-01,0
0.1,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,8.00E-03,1.70E-02,8.00E-03,1.70E-02,-1.04E-01,-6.45E+01,-5.68E+01,-5.57E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,8.00E-03,2,3.07E-01,0
0.165,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,1.32E-02,2.81E-02,1.32E-02,2.81E-02,-1.71E-01,-6.80E+01,-5.76E+01,-5.59E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,1.32E-02,3,4.79E-01,0
0.2495,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.01E+00,2.00E-02,4.24E-02,2.00E-02,4.24E-02,-2.57E-01,-7.15E+01,-5.87E+01,-5.60E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,2.00E-02,4,6.75E-01,0
0.3593,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.98E-01,2.87E-02,6.11E-02,2.87E-02,6.11E-02,-3.66E-01,-7.49E+01,-6.00E+01,-5.62E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,2.87E-02,5,8.88E-01,0
0.5022,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.82E-01,4.02E-02,8.54E-02,4.02E-02,8.54E-02,-5.07E-01,-7.90E+01,-6.17E+01,-5.64E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,4.02E-02,6,1.11E+00,0
0.6878,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.66E-01,5.50E-02,1.17E-01,5.50E-02,1.17E-01,-6.86E-01,-8.30E+01,-6.36E+01,-5.66E+01,0.00E+00,0.00E+00,1.50E+02,0.00E+00,5.50E-02,7,1.31E+00,0
0.9291,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.52E-01,7.43E-02,1.58E-01,7.43E-02,1.58E-01,-9.16E-01,-8.72E+01,-6.58E+01,-5.67E+01,0.00E+00,0.00E+00,1.49E+02,0.00E+00,7.43E-02,8,1.46E+00,0
1.2429,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.40E-01,9.94E-02,2.11E-01,9.94E-02,2.11E-01,-1.21E+00,-9.19E+01,-6.84E+01,-5.69E+01,0.00E+00,0.00E+00,1.49E+02,0.00E+00,9.94E-02,9,1.53E+00,0
1.6507,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.32E-01,1.32E-01,2.81E-01,1.32E-01,2.81E-01,-1.59E+00,-9.76E+01,-7.14E+01,-5.69E+01,0.00E+00,0.00E+00,1.49E+02,0.00E+00,1.32E-01,10,1.49E+00,0
2.181,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.29E-01,1.74E-01,3.71E-01,1.74E-01,3.71E-01,-2.08E+00,-1.05E+02,-7.51E+01,-5.70E+01,0.00E+00,0.00E+00,1.48E+02,0.00E+00,1.74E-01,11,1.35E+00,0
2.8703,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,2.30E-01,4.88E-01,2.30E-01,4.88E-01,-2.72E+00,-1.15E+02,-7.99E+01,-5.70E+01,0.00E+00,0.00E+00,1.47E+02,0.00E+00,2.30E-01,12,1.12E+00,0
3.7663,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,3.01E-01,6.40E-01,3.01E-01,6.40E-01,-3.55E+00,-1.30E+02,-8.63E+01,-5.70E+01,0.00E+00,0.00E+00,1.46E+02,0.00E+00,3.01E-01,13,8.61E-01,0
4.8285,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,3.86E-01,8.21E-01,3.86E-01,8.21E-01,-4.54E+00,-1.50E+02,-9.36E+01,-5.70E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.86E-01,14,5.21E-01,0
5.8907,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,4.71E-01,1.00E+00,4.71E-01,1.00E+00,-5.53E+00,-1.76E+02,-1.01E+02,-5.70E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,4.71E-01,15,1.19E-01,0
6.2448,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,5.00E-01,1.06E+00,5.00E-01,1.06E+00,-5.86E+00,-1.85E+02,-1.04E+02,-5.70E+01,0.00E+00,0.00E+00,1.43E+02,0.00E+00,5.00E-01,16,-1.51E-02,0
6.7052,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,5.36E-01,1.14E+00,5.36E-01,1.14E+00,-6.28E+00,-2.02E+02,-1.07E+02,-5.70E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.36E-01,17,-1.81E-01,0
7.3036,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.28E-01,5.84E-01,1.24E+00,5.84E-01,1.24E+00,-6.84E+00,-2.29E+02,-1.12E+02,-5.70E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.84E-01,18,-4.05E-01,0
8.0815,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.27E-01,6.47E-01,1.37E+00,6.47E-01,1.37E+00,-7.56E+00,-2.78E+02,-1.21E+02,-5.70E+01,0.00E+00,0.00E+00,1.41E+02,0.00E+00,6.47E-01,19,-6.36E-01,0
9.0929,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.26E-01,7.27E-01,1.55E+00,7.27E-01,1.55E+00,-8.50E+00,-3.93E+02,-1.34E+02,-5.70E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,7.27E-01,20,-9.31E-01,0
9.4475,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.26E-01,7.56E-01,1.61E+00,7.56E-01,1.61E+00,-8.82E+00,-4.55E+02,-1.40E+02,-5.70E+01,0.00E+00,0.00E+00,1.39E+02,0.00E+00,7.56E-01,21,-1.06E+00,0
9.9086,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.25E-01,7.93E-01,1.68E+00,7.93E-01,1.68E+00,-9.25E+00,-5.49E+02,-1.49E+02,-5.70E+01,0.00E+00,0.00E+00,1.38E+02,0.00E+00,7.93E-01,22,-1.22E+00,0
10.508,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.24E-01,8.41E-01,1.79E+00,8.41E-01,1.79E+00,-9.80E+00,-7.52E+02,-1.65E+02,-5.70E+01,0.00E+00,0.00E+00,1.38E+02,0.00E+00,8.41E-01,23,-1.44E+00,0
11.2872,8.00E-02,1.70E-01,8.57E-02,1.64E-01,-9.21E-01,9.03E-01,1.92E+00,9.07E-01,1.91E+00,-1.05E+01,-1.36E+03,-2.06E+02,-5.71E+01,0.00E+00,0.00E+00,1.37E+02,0.00E+00,9.07E-01,24,-1.67E+00,0
11.6249,8.00E-02,1.70E-01,7.67E-02,1.68E-01,-9.20E-01,9.30E-01,1.98E+00,9.33E-01,1.97E+00,-1.08E+01,-1.86E+03,-2.36E+02,-5.71E+01,0.00E+00,0.00E+00,1.36E+02,0.00E+00,9.33E-01,25,-1.77E+00,0
11.9626,8.00E-02,1.70E-01,8.48E-02,1.63E-01,-9.19E-01,9.57E-01,2.03E+00,9.62E-01,2.03E+00,-1.11E+01,-2.83E+03,-2.92E+02,-5.71E+01,0.00E+00,0.00E+00,1.36E+02,0.00E+00,9.62E-01,26,-1.88E+00,0
12.4015,8.00E-02,1.70E-01,8.69E-02,1.56E-01,-9.17E-01,9.92E-01,2.11E+00,1.00E+00,2.09E+00,-1.15E+01,-4.69E+03,-3.98E+02,-5.71E+01,0.00E+00,0.00E+00,1.35E+02,0.00E+00,1.00E+00,27,-2.03E+00,0
12.9722,8.00E-02,1.70E-01,8.30E-02,1.53E-01,-9.14E-01,1.04E+00,2.21E+00,1.05E+00,2.18E+00,-1.21E+01,-9.25E+03,-6.49E+02,-5.72E+01,0.00E+00,0.00E+00,1.35E+02,0.00E+00,1.05E+00,28,-2.24E+00,0
13.714,8.00E-02,1.70E-01,8.00E-02,1.53E-01,-9.08E-01,1.10E+00,2.33E+00,1.11E+00,2.30E+00,-1.27E+01,-3.85E+04,-2.21E+03,-5.72E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.11E+00,29,-2.46E+00,0
14.0355,8.00E-02,1.70E-01,8.00E-02,1.53E-01,-9.05E-01,1.12E+00,2.39E+00,1.13E+00,2.34E+00,-1.30E+01,-8.51E+04,-4.68E+03,-5.73E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.13E+00,30,-2.55E+00,0
14.4534,8.00E-02,1.70E-01,4.91E-02,1.53E-01,-9.02E-01,1.16E+00,2.46E+00,1.15E+00,2.41E+00,-1.34E+01,-1.00E+05,-5.47E+03,-5.73E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.15E+00,31,-2.67E+00,0
14.8713,8.00E-02,1.70E-01,3.40E-02,1.53E-01,-8.98E-01,1.19E+00,2.53E+00,1.17E+00,2.47E+00,-1.38E+01,-1.00E+05,-5.49E+03,-5.74E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.17E+00,32,-2.81E+00,0
15.4146,8.00E-02,1.70E-01,2.18E-02,1.53E-01,-8.92E-01,1.23E+00,2.62E+00,1.18E+00,2.56E+00,-1.43E+01,-1.00E+05,-5.50E+03,-5.75E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.18E+00,33,-3.00E+00,0
16.1208,8.00E-02,1.70E-01,1.17E-02,1.52E-01,-8.83E-01,1.29E+00,2.74E+00,1.19E+00,2.66E+00,-1.49E+01,-1.00E+05,-5.52E+03,-5.76E+01,0.00E+00,0.00E+00,1.31E+02,0.00E+00,1.19E+00,34,-3.21E+00,0
17.0389,8.00E-02,1.70E-01,5.48E-03,1.42E-01,-8.69E-01,1.36E+00,2.90E+00,1.19E+00,2.79E+00,-1.57E+01,-1.00E+05,-5.55E+03,-5.78E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.19E+00,35,-3.45E+00,0
18.1641,8.00E-02,1.70E-01,2.20E-03,1.36E-01,-8.48E-01,1.45E+00,3.09E+00,1.19E+00,2.95E+00,-1.66E+01,-1.00E+05,-5.59E+03,-5.80E+01,0.00E+00,0.00E+00,1.29E+02,0.00E+00,1.19E+00,36,-3.75E+00,0
19.3125,8.00E-02,1.70E-01,1.70E-03,1.34E-01,-8.29E-01,1.55E+00,3.28E+00,1.20E+00,3.10E+00,-1.76E+01,-1.00E+05,-5.62E+03,-5.83E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.20E+00,37,-4.11E+00,0
20.4842,8.00E-02,1.70E-01,6.98E-04,1.31E-01,-8.09E-01,1.64E+00,3.48E+00,1.20E+00,3.25E+00,-1.85E+01,-1.00E+05,-5.67E+03,-5.85E+01,0.00E+00,0.00E+00,1.27E+02,0.00E+00,1.20E+00,38,-4.47E+00,0
21.6796,8.00E-02,1.70E-01,3.41E-04,1.29E-01,-7.87E-01,1.73E+00,3.69E+00,1.20E+00,3.41E+00,-1.95E+01,-1.00E+05,-5.73E+03,-5.88E+01,0.00E+00,0.00E+00,1.26E+02,0.00E+00,1.20E+00,39,-4.82E+00,0
22.0881,8.00E-02,1.70E-01,2.35E-04,1.40E-01,-7.83E-01,1.77E+00,3.76E+00,1.20E+00,3.46E+00,-1.98E+01,-1.00E+05,-5.75E+03,-5.89E+01,0.00E+00,0.00E+00,1.25E+02,0.00E+00,1.20E+00,40,-4.94E+00,0
22.6192,8.00E-02,1.70E-01,4.11E-05,1.30E-01,-7.74E-01,1.81E+00,3.85E+00,1.20E+00,3.53E+00,-2.02E+01,-1.00E+05,-5.89E+03,-5.90E+01,0.00E+00,0.00E+00,1.24E+02,0.00E+00,1.20E+00,41,-5.11E+00,0
23.3096,8.00E-02,1.70E-01,2.80E-05,1.27E-01,-7.62E-01,1.86E+00,3.96E+00,1.20E+00,3.62E+00,-2.07E+01,-1.00E+05,-5.94E+03,-5.92E+01,0.00E+00,0.00E+00,1.24E+02,0.00E+00,1.20E+00,42,-5.29E+00,0
23.7928,8.00E-02,1.70E-01,1.52E-05,1.28E-01,-7.58E-01,1.90E+00,4.04E+00,1.20E+00,3.68E+00,-2.11E+01,-1.00E+05,-5.98E+03,-5.92E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.20E+00,43,-5.45E+00,0
24.4211,8.00E-02,1.70E-01,8.22E-06,1.24E-01,-7.45E-01,1.95E+00,4.15E+00,1.20E+00,3.76E+00,-2.16E+01,-1.00E+05,-6.12E+03,-5.93E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.20E+00,44,-5.63E+00,0
24.8609,8.00E-02,1.70E-01,7.37E-06,1.25E-01,-7.45E-01,1.99E+00,4.23E+00,1.20E+00,3.82E+00,-2.19E+01,-1.00E+05,-6.14E+03,-5.94E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.20E+00,45,-5.75E+00,0
25.4326,8.00E-02,1.70E-01,3.70E-06,1.22E-01,-7.38E-01,2.03E+00,4.32E+00,1.20E+00,3.89E+00,-2.23E+01,-1.00E+05,-6.25E+03,-5.95E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.20E+00,46,-5.92E+00,0
26.0043,8.00E-02,1.70E-01,3.08E-06,1.20E-01,-7.24E-01,2.08E+00,4.42E+00,1.20E+00,3.95E+00,-2.27E+01,-1.00E+05,-6.31E+03,-5.96E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.20E+00,47,-6.07E+00,0
26.7475,8.00E-02,1.70E-01,2.34E-06,1.08E-01,-7.21E-01,2.14E+00,4.55E+00,1.20E+00,4.03E+00,-2.33E+01,-1.00E+05,-6.45E+03,-5.98E+01,0.00E+00,0.00E+00,1.21E+02,0.00E+00,1.20E+00,48,-6.24E+00,0
27.7137,8.00E-02,1.70E-01,1.72E-06,1.03E-01,-7.07E-01,2.22E+00,4.71E+00,1.20E+00,4.13E+00,-2.40E+01,-1.00E+05,-6.52E+03,-5.98E+01,0.00E+00,0.00E+00,1.20E+02,0.00E+00,1.20E+00,49,-6.44E+00,0
28.9698,8.00E-02,1.70E-01,1.21E-06,9.91E-02,-7.03E-01,2.32E+00,4.92E+00,1.20E+00,4.26E+00,-2.48E+01,-1.00E+05,-6.65E+03,-6.01E+01,0.00E+00,0.00E+00,1.19E+02,0.00E+00,1.20E+00,50,-6.70E+00,0
30.3159,8.00E-02,1.70E-01,1.21E-06,9.30E-02,-6.93E-01,2.43E+00,5.15E+00,1.20E+00,4.38E+00,-2.58E+01,-1.00E+05,-6.74E+03,-6.03E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,1.20E+00,51,-7.02E+00,0
31.6798,8.00E-02,1.70E-01,1.13E-06,8.76E-02,-6.88E-01,2.53E+00,5.39E+00,1.20E+00,4.50E+00,-2.67E+01,-1.00E+05,-6.87E+03,-6.06E+01,0.00E+00,0.00E+00,1.17E+02,0.00E+00,1.20E+00,52,-7.36E+00,0
33.0497,8.00E-02,1.70E-01,1.13E-06,8.38E-02,-6.75E-01,2.64E+00,5.62E+00,1.20E+00,4.62E+00,-2.76E+01,-1.00E+05,-6.98E+03,-6.10E+01,0.00E+00,0.00E+00,1.16E+02,0.00E+00,1.20E+00,53,-7.71E+00,0
34.4407,8.00E-02,1.70E-01,1.10E-06,8.04E-02,-6.65E-01,2.76E+00,5.85E+00,1.20E+00,4.73E+00,-2.86E+01,-1.00E+05,-7.11E+03,-6.14E+01,0.00E+00,0.00E+00,1.15E+02,0.00E+00,1.20E+00,54,-8.04E+00,0
35.8467,8.00E-02,1.70E-01,1.09E-06,7.80E-02,-6.50E-01,2.87E+00,6.09E+00,1.20E+00,4.84E+00,-2.95E+01,-1.00E+05,-7.22E+03,-6.19E+01,0.00E+00,0.00E+00,1.14E+02,0.00E+00,1.20E+00,55,-8.38E+00,0
37.2783,8.00E-02,1.70E-01,1.06E-06,7.44E-02,-6.36E-01,2.98E+00,6.34E+00,1.20E+00,4.94E+00,-3.04E+01,-1.00E+05,-7.37E+03,-6.25E+01,0.00E+00,0.00E+00,1.13E+02,0.00E+00,1.20E+00,56,-8.71E+00,0
38.7351,8.00E-02,1.70E-01,1.05E-06,6.81E-02,-6.18E-01,3.10E+00,6.59E+00,1.20E+00,5.04E+00,-3.13E+01,-1.00E+05,-7.51E+03,-6.31E+01,0.00E+00,0.00E+00,1.12E+02,0.00E+00,1.20E+00,57,-9.04E+00,0
40.2243,8.00E-02,1.70E-01,1.05E-06,6.38E-02,-5.99E-01,3.22E+00,6.84E+00,1.20E+00,5.14E+00,-3.22E+01,-1.00E+05,-7.64E+03,-6.38E+01,0.00E+00,0.00E+00,1.11E+02,0.00E+00,1.20E+00,58,-9.36E+00,0
41.7502,8.00E-02,1.70E-01,1.03E-06,6.05E-02,-5.79E-01,3.34E+00,7.10E+00,1.20E+00,5.23E+00,-3.31E+01,-1.00E+05,-7.77E+03,-6.46E+01,0.00E+00,0.00E+00,1.10E+02,0.00E+00,1.20E+00,59,-9.68E+00,0
43.318,8.00E-02,1.70E-01,1.01E-06,5.80E-02,-5.56E-01,3.47E+00,7.36E+00,1.20E+00,5.32E+00,-3.39E+01,-1.00E+05,-7.92E+03,-6.54E+01,0.00E+00,0.00E+00,1.09E+02,0.00E+00,1.20E+00,60,-1.00E+01,0
44.9363,8.00E-02,1.70E-01,1.38E-06,5.60E-02,-5.33E-01,3.59E+00,7.64E+00,1.20E+00,5.41E+00,-3.48E+01,-1.00E+05,-8.04E+03,-6.63E+01,0.00E+00,0.00E+00,1.08E+02,0.00E+00,1.20E+00,61,-1.03E+01,0
46.0692,8.00E-02,1.70E-01,1.15E-06,5.72E-02,-5.19E-01,3.69E+00,7.83E+00,1.20E+00,5.48E+00,-3.54E+01,-1.00E+05,-8.11E+03,-6.67E+01,0.00E+00,0.00E+00,1.07E+02,0.00E+00,1.20E+00,62,-1.06E+01,0
47.5418,8.00E-02,1.70E-01,1.36E-06,5.10E-02,-4.97E-01,3.80E+00,8.08E+00,1.20E+00,5.55E+00,-3.61E+01,-1.00E+05,-8.38E+03,-6.76E+01,0.00E+00,0.00E+00,1.06E+02,0.00E+00,1.20E+00,63,-1.08E+01,0
48.5727,8.00E-02,1.70E-01,1.19E-06,5.38E-02,-4.84E-01,3.89E+00,8.26E+00,1.20E+00,5.61E+00,-3.66E+01,-1.00E+05,-8.36E+03,-6.80E+01,0.00E+00,0.00E+00,1.06E+02,0.00E+00,1.20E+00,64,-1.11E+01,0
49.9129,8.00E-02,1.70E-01,1.35E-06,4.52E-02,-4.64E-01,3.99E+00,8.49E+00,1.20E+00,5.67E+00,-3.72E+01,-1.00E+05,-8.65E+03,-6.89E+01,0.00E+00,0.00E+00,1.05E+02,0.00E+00,1.20E+00,65,-1.13E+01,0
51.253,8.00E-02,1.70E-01,1.34E-06,4.39E-02,-4.45E-01,4.10E+00,8.71E+00,1.20E+00,5.73E+00,-3.78E+01,-1.00E+05,-8.68E+03,-6.95E+01,0.00E+00,0.00E+00,1.05E+02,0.00E+00,1.20E+00,66,-1.15E+01,0
52.5932,8.00E-02,1.70E-01,1.34E-06,4.17E-02,-4.26E-01,4.21E+00,8.94E+00,1.20E+00,5.78E+00,-3.84E+01,-1.00E+05,-8.80E+03,-7.02E+01,0.00E+00,0.00E+00,1.04E+02,0.00E+00,1.20E+00,67,-1.17E+01,0
53.9333,8.00E-02,1.70E-01,1.08E-06,4.02E-02,-4.09E-01,4.31E+00,9.17E+00,1.20E+00,5.84E+00,-3.90E+01,-1.00E+05,-8.91E+03,-7.09E+01,0.00E+00,0.00E+00,1.03E+02,0.00E+00,1.20E+00,68,-1.19E+01,0
54.514,8.00E-02,1.70E-01,-6.14E-06,4.70E-02,-4.01E-01,4.36E+00,9.27E+00,1.20E+00,5.86E+00,-3.92E+01,-1.00E+05,-8.95E+03,-7.12E+01,0.00E+00,0.00E+00,1.03E+02,3.56E-06,1.20E+00,69,-1.20E+01,0
55.269,8.00E-02,1.70E-01,5.12E-06,3.97E-02,-3.92E-01,4.42E+00,9.40E+00,1.20E+00,5.89E+00,-3.95E+01,-1.00E+05,-9.15E+03,-7.15E+01,0.00E+00,0.00E+00,1.03E+02,3.56E-06,1.20E+00,70,-1.21E+01,0
56.2504,8.00E-02,1.70E-01,2.14E-06,3.77E-02,-3.79E-01,4.50E+00,9.56E+00,1.20E+00,5.93E+00,-3.99E+01,-1.00E+05,-9.17E+03,-7.20E+01,0.00E+00,0.00E+00,1.02E+02,3.56E-06,1.20E+00,71,-1.22E+01,0
57.5263,8.00E-02,1.70E-01,1.32E-06,3.61E-02,-3.63E-01,4.60E+00,9.78E+00,1.20E+00,5.98E+00,-4.03E+01,-1.00E+05,-9.30E+03,-7.26E+01,0.00E+00,0.00E+00,1.02E+02,3.56E-06,1.20E+00,72,-1.23E+01,0
59.1849,8.00E-02,1.70E-01,1.40E-06,3.48E-02,-3.46E-01,4.73E+00,1.01E+01,1.20E+00,6.04E+00,-4.09E+01,-1.00E+05,-9.37E+03,-7.32E+01,0.00E+00,0.00E+00,1.01E+02,3.56E-06,1.20E+00,73,-1.25E+01,0
60.8435,8.00E-02,1.70E-01,1.36E-06,3.33E-02,-3.32E-01,4.87E+00,1.03E+01,1.20E+00,6.09E+00,-4.14E+01,-1.00E+05,-9.44E+03,-7.37E+01,0.00E+00,0.00E+00,1.00E+02,3.56E-06,1.20E+00,74,-1.27E+01,0
62.5022,8.00E-02,1.70E-01,9.41E-07,3.10E-02,-3.20E-01,5.00E+00,1.06E+01,1.20E+00,6.14E+00,-4.20E+01,-1.00E+05,-9.54E+03,-7.43E+01,0.00E+00,0.00E+00,9.98E+01,3.56E-06,1.20E+00,75,-1.29E+01,0
63.2209,8.00E-02,1.70E-01,-4.74E-06,3.42E-02,-3.13E-01,5.06E+00,1.07E+01,1.20E+00,6.17E+00,-4.22E+01,-1.00E+05,-9.55E+03,-7.45E+01,0.00E+00,0.00E+00,9.94E+01,6.97E-06,1.20E+00,76,-1.30E+01,0
64.1552,8.00E-02,1.70E-01,4.33E-06,3.28E-02,-3.09E-01,5.13E+00,1.09E+01,1.20E+00,6.20E+00,-4.25E+01,-1.00E+05,-9.69E+03,-7.47E+01,0.00E+00,0.00E+00,9.91E+01,6.97E-06,1.20E+00,77,-1.31E+01,0
65.3699,8.00E-02,1.70E-01,1.87E-06,2.87E-02,-3.00E-01,5.23E+00,1.11E+01,1.20E+00,6.23E+00,-4.28E+01,-1.00E+05,-9.74E+03,-7.49E+01,0.00E+00,0.00E+00,9.87E+01,6.97E-06,1.20E+00,78,-1.32E+01,0
66.949,8.00E-02,1.70E-01,1.15E-06,2.57E-02,-2.96E-01,5.36E+00,1.14E+01,1.20E+00,6.27E+00,-4.33E+01,-1.00E+05,-9.82E+03,-7.53E+01,0.00E+00,0.00E+00,9.82E+01,6.97E-06,1.20E+00,79,-1.33E+01,0
69.0018,8.00E-02,1.70E-01,7.70E-07,2.38E-02,-2.87E-01,5.52E+00,1.17E+01,1.20E+00,6.32E+00,-4.39E+01,-1.00E+05,-9.86E+03,-7.56E+01,0.00E+00,0.00E+00,9.75E+01,6.97E-06,1.20E+00,80,-1.35E+01,0
71.6704,8.00E-02,1.70E-01,4.18E-07,2.26E-02,-2.81E-01,5.73E+00,1.22E+01,1.20E+00,6.38E+00,-4.47E+01,-1.00E+05,-9.86E+03,-7.60E+01,0.00E+00,0.00E+00,9.67E+01,6.97E-06,1.20E+00,81,-1.37E+01,0
74.5091,8.00E-02,1.70E-01,2.41E-06,2.22E-02,-2.75E-01,5.96E+00,1.27E+01,1.20E+00,6.45E+00,-4.54E+01,-1.00E+05,-9.90E+03,-7.66E+01,0.00E+00,0.00E+00,9.59E+01,6.97E-06,1.20E+00,82,-1.39E+01,0
77.3988,8.00E-02,1.70E-01,2.36E-06,2.10E-02,-2.69E-01,6.19E+00,1.32E+01,1.20E+00,6.51E+00,-4.62E+01,-1.00E+05,-9.97E+03,-7.72E+01,0.00E+00,0.00E+00,9.50E+01,6.97E-06,1.20E+00,83,-1.42E+01,0
80.3328,8.00E-02,1.70E-01,2.26E-06,1.93E-02,-2.63E-01,6.43E+00,1.37E+01,1.20E+00,6.56E+00,-4.70E+01,-1.00E+05,-1.00E+04,-7.79E+01,0.00E+00,0.00E+00,9.42E+01,6.97E-06,1.20E+00,84,-1.45E+01,0
83.3222,8.00E-02,1.70E-01,2.32E-06,1.80E-02,-2.55E-01,6.67E+00,1.42E+01,1.20E+00,6.62E+00,-4.77E+01,-1.00E+05,-1.01E+04,-7.88E+01,0.00E+00,0.00E+00,9.34E+01,6.97E-06,1.20E+00,85,-1.48E+01,0
86.3771,8.00E-02,1.70E-01,2.57E-06,1.68E-02,-2.47E-01,6.91E+00,1.47E+01,1.20E+00,6.67E+00,-4.85E+01,-1.00E+05,-1.02E+04,-7.97E+01,0.00E+00,0.00E+00,9.26E+01,6.97E-06,1.20E+00,86,-1.50E+01,0
89.5078,8.00E-02,1.70E-01,3.00E-06,1.57E-02,-2.39E-01,7.16E+00,1.52E+01,1.20E+00,6.72E+00,-4.92E+01,-1.00E+05,-1.02E+04,-8.06E+01,0.00E+00,0.00E+00,9.18E+01,6.97E-06,1.20E+00,87,-1.53E+01,0
92.7268,8.00E-02,1.70E-01,3.69E-06,1.49E-02,-2.29E-01,7.42E+00,1.58E+01,1.20E+00,6.77E+00,-5.00E+01,-1.00E+05,-1.03E+04,-8.17E+01,0.00E+00,0.00E+00,9.10E+01,6.97E-06,1.20E+00,88,-1.55E+01,0
96.0478,8.00E-02,1.70E-01,1.70E-06,1.42E-02,-2.20E-01,7.68E+00,1.63E+01,1.20E+00,6.81E+00,-5.07E+01,-1.00E+05,-1.05E+04,-8.28E+01,0.00E+00,0.00E+00,9.02E+01,6.97E-06,1.20E+00,89,-1.58E+01,0
99.4696,8.00E-02,1.70E-01,3.39E-07,1.35E-02,-2.09E-01,7.96E+00,1.69E+01,1.20E+00,6.86E+00,-5.14E+01,-1.00E+05,-1.04E+04,-8.40E+01,0.00E+00,0.00E+00,8.94E+01,6.97E-06,1.20E+00,90,-1.60E+01,0
102.8913,8.00E-02,1.70E-01,2.13E-06,1.31E-02,-1.99E-01,8.23E+00,1.75E+01,1.20E+00,6.90E+00,-5.21E+01,-1.00E+05,-1.06E+04,-8.51E+01,0.00E+00,0.00E+00,8.87E+01,6.97E-06,1.20E+00,91,-1.63E+01,0
106.313,8.00E-02,1.70E-01,2.03E-06,1.28E-02,-1.89E-01,8.51E+00,1.81E+01,1.20E+00,6.95E+00,-5.28E+01,-1.00E+05,-1.06E+04,-8.63E+01,0.00E+00,0.00E+00,8.80E+01,6.97E-06,1.20E+00,92,-1.65E+01,0
109.7348,8.00E-02,1.70E-01,1.64E-06,1.24E-02,-1.79E-01,8.78E+00,1.87E+01,1.20E+00,6.99E+00,-5.34E+01,-1.00E+05,-1.07E+04,-8.74E+01,0.00E+00,0.00E+00,8.74E+01,6.97E-06,1.20E+00,93,-1.67E+01,0
